epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
557,591.632,0.78491,0.44902,0.80413,0.77316,0.76005,0.78034,0.55975,0.68915,0.43125,0.87532,0.000109693,0.000109693,0.000109693
558,592.703,0.80645,0.45795,0.80472,0.75615,0.75018,0.77504,0.56241,0.67845,0.42232,0.87226,0.000109451,0.000109451,0.000109451
559,593.665,0.81628,0.47031,0.80666,0.7382,0.7519,0.77423,0.55415,0.68127,0.4271,0.87249,0.00010921,0.00010921,0.00010921
560,594.696,0.80317,0.45285,0.80384,0.83144,0.70491,0.7743,0.54407,0.70861,0.43406,0.87456,0.000108968,0.000108968,0.000108968
561,595.709,0.83033,0.47044,0.8021,0.72165,0.76986,0.77539,0.54971,0.70782,0.4301,0.87337,0.000108726,0.000108726,0.000108726
562,596.772,0.82927,0.45313,0.80361,0.75007,0.76173,0.78062,0.56302,0.68702,0.41964,0.86789,0.000108485,0.000108485,0.000108485
563,597.766,0.83262,0.47531,0.81077,0.77224,0.76782,0.78484,0.56448,0.69069,0.42179,0.86788,0.000108243,0.000108243,0.000108243
564,598.913,0.80837,0.46504,0.80246,0.76923,0.75633,0.78337,0.56364,0.68781,0.42252,0.87131,0.000108002,0.000108002,0.000108002
565,599.894,0.83667,0.46138,0.79449,0.77546,0.75241,0.78193,0.56943,0.67584,0.4203,0.87161,0.00010776,0.00010776,0.00010776
566,600.919,0.80731,0.45773,0.80296,0.79496,0.74753,0.78521,0.57473,0.67614,0.42104,0.87052,0.000107519,0.000107519,0.000107519
567,601.917,0.79908,0.45159,0.80137,0.79851,0.74888,0.78504,0.56945,0.69598,0.42687,0.86957,0.000107277,0.000107277,0.000107277
568,602.905,0.78531,0.45448,0.80156,0.79273,0.75834,0.78608,0.56798,0.70393,0.42424,0.86843,0.000107035,0.000107035,0.000107035
569,603.906,0.84757,0.49575,0.80124,0.78261,0.76187,0.78629,0.56563,0.69267,0.41899,0.86866,0.000106794,0.000106794,0.000106794
570,606.656,0.83309,0.46935,0.80309,0.76122,0.76759,0.78516,0.56905,0.69686,0.42075,0.86857,0.000106552,0.000106552,0.000106552
571,607.781,0.8261,0.45745,0.80334,0.76313,0.7797,0.78537,0.56841,0.70071,0.42133,0.86942,0.000106311,0.000106311,0.000106311
572,608.885,0.79192,0.46632,0.80712,0.77051,0.77732,0.78691,0.57211,0.67719,0.42156,0.87225,0.000106069,0.000106069,0.000106069
573,610.035,0.8099,0.4518,0.80774,0.76864,0.77634,0.78676,0.57473,0.67043,0.42018,0.87249,0.000105828,0.000105828,0.000105828
574,611.192,0.84546,0.47979,0.80076,0.76762,0.77638,0.78607,0.57048,0.68325,0.42611,0.87243,0.000105586,0.000105586,0.000105586
575,612.245,0.80069,0.45879,0.80617,0.75673,0.77683,0.78609,0.55968,0.68394,0.43099,0.87322,0.000105345,0.000105345,0.000105345
576,613.351,0.82497,0.46855,0.80184,0.75828,0.77334,0.78694,0.56742,0.6803,0.42513,0.87369,0.000105103,0.000105103,0.000105103
577,614.32,0.81924,0.46281,0.80781,0.76582,0.76939,0.78754,0.56956,0.6797,0.42023,0.8718,0.000104861,0.000104861,0.000104861
578,615.332,0.83766,0.47132,0.80445,0.79375,0.75449,0.78633,0.56621,0.69409,0.42327,0.87061,0.00010462,0.00010462,0.00010462
579,616.323,0.84301,0.46225,0.8006,0.81733,0.74034,0.7877,0.56932,0.68194,0.42253,0.87197,0.000104378,0.000104378,0.000104378
580,617.434,0.83353,0.46335,0.80428,0.81576,0.73586,0.78822,0.56658,0.67438,0.42449,0.8734,0.000104137,0.000104137,0.000104137
581,618.415,0.79798,0.47162,0.79713,0.80728,0.73849,0.78843,0.56608,0.67545,0.42091,0.87088,0.000103895,0.000103895,0.000103895
582,619.502,0.80176,0.46797,0.81269,0.79189,0.75303,0.78845,0.56616,0.68858,0.42329,0.86829,0.000103654,0.000103654,0.000103654
583,620.515,0.84867,0.48407,0.80916,0.79191,0.75701,0.78849,0.56913,0.68342,0.42247,0.86792,0.000103412,0.000103412,0.000103412
584,621.537,0.8148,0.46509,0.80467,0.79148,0.75749,0.78766,0.5695,0.68059,0.42259,0.8683,0.000103171,0.000103171,0.000103171
585,622.456,0.79478,0.45418,0.80682,0.78956,0.75736,0.78588,0.56152,0.69252,0.42354,0.86751,0.000102929,0.000102929,0.000102929
586,623.417,0.79656,0.4539,0.80654,0.80107,0.75128,0.78606,0.5674,0.68768,0.42458,0.86948,0.000102687,0.000102687,0.000102687
587,624.369,0.81648,0.46934,0.81013,0.80571,0.74598,0.78464,0.56371,0.68055,0.42135,0.87129,0.000102446,0.000102446,0.000102446
588,625.378,0.90384,0.48666,0.80605,0.81666,0.73564,0.78521,0.56271,0.6911,0.42393,0.87175,0.000102204,0.000102204,0.000102204
589,626.383,0.7931,0.45409,0.80518,0.82348,0.73863,0.78712,0.55969,0.69977,0.42923,0.873,0.000101963,0.000101963,0.000101963
590,627.432,0.81814,0.455,0.81468,0.81607,0.74334,0.78914,0.5654,0.70189,0.42414,0.87248,0.000101721,0.000101721,0.000101721
591,628.453,0.80696,0.46369,0.80884,0.81316,0.74531,0.78945,0.56634,0.69717,0.42146,0.87244,0.00010148,0.00010148,0.00010148
592,629.505,0.81353,0.45883,0.80584,0.80477,0.75123,0.79024,0.56953,0.69667,0.42495,0.87361,0.000101238,0.000101238,0.000101238
593,630.496,0.79569,0.4594,0.81008,0.80465,0.75022,0.79057,0.56897,0.707,0.43152,0.8747,0.000100996,0.000100996,0.000100996
594,631.572,0.80207,0.44723,0.80192,0.80108,0.75113,0.79038,0.56822,0.70166,0.43194,0.87595,0.000100755,0.000100755,0.000100755
595,632.544,0.84659,0.47433,0.80221,0.8021,0.75054,0.79021,0.56956,0.70023,0.43333,0.87583,0.000100513,0.000100513,0.000100513
596,633.574,0.8203,0.47026,0.81019,0.79319,0.74032,0.78402,0.56911,0.6919,0.42824,0.87666,0.000100272,0.000100272,0.000100272
597,634.54,0.78892,0.45154,0.81527,0.78794,0.7466,0.78423,0.56478,0.69055,0.43089,0.87704,0.00010003,0.00010003,0.00010003
598,635.584,0.83472,0.48258,0.8153,0.77149,0.75118,0.7832,0.56495,0.69316,0.43648,0.87571,9.97887e-05,9.97887e-05,9.97887e-05
599,636.631,0.79868,0.44628,0.79695,0.78792,0.75906,0.78539,0.56343,0.69233,0.43738,0.87415,9.95471e-05,9.95471e-05,9.95471e-05
600,637.789,0.8034,0.45818,0.79804,0.79117,0.75597,0.78541,0.56084,0.69834,0.43443,0.87146,9.93056e-05,9.93056e-05,9.93056e-05
601,640.446,0.80963,0.45677,0.81168,0.79136,0.75518,0.78448,0.56023,0.69572,0.42915,0.87214,9.9064e-05,9.9064e-05,9.9064e-05
602,641.542,0.81892,0.4611,0.81191,0.79056,0.75732,0.78404,0.5591,0.69552,0.42541,0.87202,9.88224e-05,9.88224e-05,9.88224e-05
603,642.667,0.79076,0.45714,0.81173,0.78916,0.75944,0.78359,0.55592,0.69507,0.42615,0.8719,9.85809e-05,9.85809e-05,9.85809e-05
604,643.862,0.82545,0.47238,0.80274,0.78772,0.76272,0.78717,0.56449,0.67958,0.42477,0.87378,9.83393e-05,9.83393e-05,9.83393e-05
605,644.998,0.80518,0.45039,0.80482,0.79601,0.75504,0.78752,0.56841,0.67772,0.42496,0.87466,9.80978e-05,9.80978e-05,9.80978e-05
606,646.21,0.83447,0.47812,0.80056,0.80894,0.74702,0.7875,0.57052,0.68237,0.41909,0.87186,9.78562e-05,9.78562e-05,9.78562e-05
607,647.33,0.8261,0.4797,0.81264,0.85702,0.74364,0.78064,0.57448,0.68206,0.41927,0.87184,9.76146e-05,9.76146e-05,9.76146e-05
608,648.368,0.78408,0.44776,0.80576,0.81744,0.74917,0.78013,0.5792,0.6832,0.42235,0.8766,9.73731e-05,9.73731e-05,9.73731e-05
609,649.388,0.78972,0.45157,0.80901,0.80193,0.75904,0.78599,0.5736,0.68808,0.42391,0.87828,9.71315e-05,9.71315e-05,9.71315e-05
610,650.386,0.78525,0.44758,0.80289,0.78173,0.77397,0.78949,0.5717,0.70545,0.4245,0.87729,9.689e-05,9.689e-05,9.689e-05
611,651.372,0.81498,0.4754,0.80574,0.77989,0.7744,0.78994,0.56524,0.70666,0.42549,0.8781,9.66484e-05,9.66484e-05,9.66484e-05
612,652.403,0.77723,0.44032,0.79958,0.79138,0.76825,0.78828,0.56479,0.71563,0.43182,0.87759,9.64068e-05,9.64068e-05,9.64068e-05
613,653.361,0.80704,0.48446,0.81061,0.81173,0.74985,0.78959,0.56943,0.71004,0.42895,0.87497,9.61653e-05,9.61653e-05,9.61653e-05
614,654.349,0.78522,0.46431,0.8017,0.83133,0.72889,0.78909,0.57125,0.70106,0.42187,0.87272,9.59237e-05,9.59237e-05,9.59237e-05
615,655.313,0.83245,0.46754,0.8111,0.81901,0.73175,0.7896,0.5715,0.70033,0.4197,0.87224,9.56822e-05,9.56822e-05,9.56822e-05
616,656.375,0.80094,0.46198,0.80664,0.81022,0.73824,0.78586,0.55995,0.71612,0.42415,0.87124,9.54406e-05,9.54406e-05,9.54406e-05
617,657.383,0.82022,0.46442,0.80248,0.81054,0.73989,0.78635,0.56079,0.7156,0.42368,0.86994,9.5199e-05,9.5199e-05,9.5199e-05
618,658.472,0.80778,0.45324,0.80817,0.80425,0.73428,0.78346,0.56532,0.6972,0.42061,0.86893,9.49575e-05,9.49575e-05,9.49575e-05
619,659.466,0.81853,0.47028,0.80971,0.81158,0.73305,0.78235,0.56103,0.69835,0.42094,0.86979,9.47159e-05,9.47159e-05,9.47159e-05
620,660.468,0.77728,0.44603,0.79718,0.80321,0.73747,0.78226,0.55997,0.69622,0.42043,0.87247,9.44744e-05,9.44744e-05,9.44744e-05
621,661.36,0.81354,0.45555,0.81156,0.79723,0.73782,0.78212,0.56033,0.69044,0.41804,0.87199,9.42328e-05,9.42328e-05,9.42328e-05
622,662.265,0.79214,0.44809,0.80562,0.77335,0.75169,0.78193,0.56185,0.68844,0.41858,0.87275,9.39912e-05,9.39912e-05,9.39912e-05
623,663.153,0.76849,0.44741,0.80441,0.84764,0.7027,0.78101,0.56149,0.68518,0.41966,0.87517,9.37497e-05,9.37497e-05,9.37497e-05
624,664.17,0.81489,0.45619,0.80111,0.84591,0.70796,0.78486,0.5641,0.68996,0.42354,0.87594,9.35081e-05,9.35081e-05,9.35081e-05
625,665.059,0.78701,0.45067,0.79786,0.88461,0.70544,0.78258,0.56418,0.68723,0.41993,0.87449,9.32666e-05,9.32666e-05,9.32666e-05
626,665.992,0.79699,0.46325,0.80752,0.77066,0.73775,0.7777,0.56073,0.68275,0.4155,0.87308,9.3025e-05,9.3025e-05,9.3025e-05
627,666.896,0.79811,0.45633,0.80279,0.76768,0.73632,0.77659,0.55638,0.68696,0.41751,0.87256,9.27834e-05,9.27834e-05,9.27834e-05
628,667.815,0.76375,0.45463,0.79681,0.77306,0.73083,0.77809,0.56078,0.68136,0.41694,0.87041,9.25419e-05,9.25419e-05,9.25419e-05
629,668.743,0.80809,0.44816,0.80172,0.7801,0.73685,0.77841,0.56067,0.6733,0.41531,0.86905,9.23003e-05,9.23003e-05,9.23003e-05
630,669.705,0.78625,0.45561,0.80148,0.78255,0.75526,0.78385,0.56825,0.68127,0.41801,0.87034,9.20588e-05,9.20588e-05,9.20588e-05
631,670.618,0.80805,0.44803,0.80293,0.78697,0.75572,0.78386,0.56578,0.69316,0.41816,0.87215,9.18172e-05,9.18172e-05,9.18172e-05
632,671.572,0.77842,0.44759,0.79877,0.84998,0.69698,0.7795,0.56106,0.69442,0.42027,0.87451,9.15756e-05,9.15756e-05,9.15756e-05
633,672.516,0.81161,0.45739,0.80025,0.85207,0.69369,0.77705,0.55912,0.69049,0.42225,0.87541,9.13341e-05,9.13341e-05,9.13341e-05
634,675.115,0.8435,0.47687,0.80544,0.8599,0.69492,0.78242,0.55844,0.71095,0.43097,0.87649,9.10925e-05,9.10925e-05,9.10925e-05
635,676.035,0.8259,0.46196,0.81182,0.88454,0.69186,0.78104,0.55988,0.73203,0.4342,0.87754,9.0851e-05,9.0851e-05,9.0851e-05
636,677.016,0.80585,0.46359,0.80216,0.89683,0.69511,0.78452,0.55444,0.72001,0.43216,0.87936,9.06094e-05,9.06094e-05,9.06094e-05
637,677.923,0.82595,0.46188,0.80726,0.89542,0.69471,0.78738,0.55746,0.70376,0.4251,0.87841,9.03678e-05,9.03678e-05,9.03678e-05
638,678.855,0.78248,0.43784,0.80744,0.76696,0.76346,0.7894,0.5702,0.6888,0.41682,0.87509,9.01263e-05,9.01263e-05,9.01263e-05
639,679.768,0.79037,0.45923,0.8057,0.7779,0.76091,0.78995,0.57818,0.6844,0.41703,0.87351,8.98847e-05,8.98847e-05,8.98847e-05
640,680.675,0.8007,0.4483,0.80472,0.79006,0.74146,0.78807,0.57467,0.67833,0.41742,0.87239,8.96432e-05,8.96432e-05,8.96432e-05
641,681.527,0.80995,0.45444,0.80287,0.79405,0.7414,0.7872,0.56741,0.68676,0.41541,0.87103,8.94016e-05,8.94016e-05,8.94016e-05
642,682.491,0.81713,0.45949,0.81024,0.78264,0.72686,0.78137,0.56407,0.69298,0.41517,0.87064,8.916e-05,8.916e-05,8.916e-05
643,683.342,0.83306,0.4591,0.81168,0.80118,0.73695,0.78729,0.56659,0.68688,0.40985,0.87155,8.89185e-05,8.89185e-05,8.89185e-05
644,684.222,0.79221,0.46905,0.80556,0.78957,0.75039,0.78665,0.56697,0.69199,0.40787,0.87104,8.86769e-05,8.86769e-05,8.86769e-05
645,685.092,0.7847,0.45599,0.8051,0.77208,0.75846,0.7862,0.56713,0.70283,0.40835,0.87022,8.84354e-05,8.84354e-05,8.84354e-05
646,685.949,0.78498,0.44593,0.80379,0.90841,0.69546,0.78355,0.56281,0.68912,0.40357,0.86908,8.81938e-05,8.81938e-05,8.81938e-05
647,686.829,0.83756,0.47413,0.80673,0.90941,0.69654,0.784,0.56375,0.68324,0.40428,0.86848,8.79522e-05,8.79522e-05,8.79522e-05
648,687.81,0.80623,0.4457,0.81007,0.9055,0.69893,0.78536,0.56838,0.67522,0.40608,0.86825,8.77107e-05,8.77107e-05,8.77107e-05
649,688.698,0.81284,0.45001,0.80652,0.77445,0.76409,0.78425,0.57102,0.67729,0.40654,0.86869,8.74691e-05,8.74691e-05,8.74691e-05
650,689.626,0.85208,0.46365,0.7944,0.79937,0.75495,0.78659,0.56922,0.67939,0.40765,0.86876,8.72276e-05,8.72276e-05,8.72276e-05
651,690.538,0.7785,0.43996,0.80352,0.80252,0.7554,0.78774,0.56931,0.67851,0.40788,0.8691,8.6986e-05,8.6986e-05,8.6986e-05
652,691.561,0.76159,0.44175,0.81326,0.78968,0.75456,0.78783,0.56814,0.6837,0.41403,0.87069,8.67444e-05,8.67444e-05,8.67444e-05
653,692.463,0.80771,0.46143,0.80495,0.78494,0.7546,0.78485,0.56495,0.68764,0.41942,0.87217,8.65029e-05,8.65029e-05,8.65029e-05
654,693.434,0.81057,0.44784,0.8044,0.7845,0.74154,0.78233,0.55898,0.69387,0.42338,0.87127,8.62613e-05,8.62613e-05,8.62613e-05
655,694.34,0.75725,0.43564,0.79819,0.78974,0.74127,0.78509,0.56407,0.69418,0.42026,0.8694,8.60198e-05,8.60198e-05,8.60198e-05
656,695.357,0.81475,0.44964,0.79659,0.77163,0.73307,0.77787,0.56253,0.69634,0.41773,0.86877,8.57782e-05,8.57782e-05,8.57782e-05
657,696.359,0.81204,0.4574,0.80053,0.86367,0.6914,0.77882,0.55457,0.70386,0.41862,0.86804,8.55366e-05,8.55366e-05,8.55366e-05
658,697.442,0.81136,0.45924,0.80076,0.86071,0.69252,0.77945,0.55933,0.69582,0.41879,0.86835,8.52951e-05,8.52951e-05,8.52951e-05
659,698.336,0.77442,0.43538,0.80493,0.8626,0.69269,0.78001,0.56397,0.68655,0.41886,0.86995,8.50535e-05,8.50535e-05,8.50535e-05
660,699.349,0.78877,0.45491,0.7981,0.90396,0.68862,0.78218,0.5667,0.68298,0.41658,0.87125,8.4812e-05,8.4812e-05,8.4812e-05
661,700.238,0.78696,0.46264,0.8056,0.90732,0.68587,0.78249,0.56365,0.7023,0.41886,0.87203,8.45704e-05,8.45704e-05,8.45704e-05
662,701.257,0.77282,0.44085,0.7998,0.9122,0.68459,0.78188,0.56188,0.72868,0.42681,0.87302,8.43288e-05,8.43288e-05,8.43288e-05
663,702.213,0.78846,0.44749,0.80053,0.91206,0.68426,0.78155,0.56825,0.71617,0.42352,0.87269,8.40873e-05,8.40873e-05,8.40873e-05
664,703.187,0.80481,0.45554,0.80744,0.91126,0.6839,0.78003,0.56327,0.70721,0.41778,0.87235,8.38457e-05,8.38457e-05,8.38457e-05
665,704.257,0.80258,0.45527,0.80446,0.91121,0.68337,0.77913,0.56267,0.69895,0.41802,0.87278,8.36042e-05,8.36042e-05,8.36042e-05
666,705.391,0.78054,0.45142,0.81468,0.91304,0.68181,0.77985,0.56818,0.68818,0.41108,0.87253,8.33626e-05,8.33626e-05,8.33626e-05
667,708.13,0.78377,0.45081,0.79434,0.91224,0.68296,0.78,0.57094,0.68545,0.4086,0.87146,8.3121e-05,8.3121e-05,8.3121e-05
668,709.255,0.85054,0.46171,0.80818,0.74722,0.78038,0.78541,0.57884,0.67923,0.40527,0.87028,8.28795e-05,8.28795e-05,8.28795e-05
669,710.329,0.8164,0.46178,0.79655,0.7441,0.78278,0.78415,0.57233,0.6827,0.40664,0.86989,8.26379e-05,8.26379e-05,8.26379e-05
670,711.514,0.7925,0.45034,0.80644,0.76666,0.7741,0.78712,0.5694,0.68232,0.40834,0.86764,8.23964e-05,8.23964e-05,8.23964e-05
671,712.617,0.79344,0.45155,0.80673,0.77122,0.77371,0.78823,0.57148,0.67567,0.40628,0.86707,8.21548e-05,8.21548e-05,8.21548e-05
672,713.851,0.79809,0.46104,0.81512,0.77038,0.77138,0.78991,0.56362,0.68705,0.40984,0.86896,8.19132e-05,8.19132e-05,8.19132e-05
673,714.95,0.80355,0.44609,0.80383,0.86416,0.70283,0.78802,0.56436,0.69199,0.41245,0.86971,8.16717e-05,8.16717e-05,8.16717e-05
674,716.049,0.82868,0.45791,0.80017,0.75803,0.76583,0.78945,0.56521,0.69118,0.41233,0.87018,8.14301e-05,8.14301e-05,8.14301e-05
675,717.126,0.77695,0.45115,0.80866,0.75485,0.76783,0.78821,0.56728,0.68929,0.41118,0.87001,8.11886e-05,8.11886e-05,8.11886e-05
676,718.259,0.78631,0.44175,0.79595,0.75339,0.76878,0.78722,0.56876,0.69535,0.41659,0.87089,8.0947e-05,8.0947e-05,8.0947e-05
677,719.358,0.79461,0.45418,0.80082,0.84984,0.70598,0.78783,0.56928,0.70375,0.41825,0.87083,8.07054e-05,8.07054e-05,8.07054e-05
678,720.496,0.7794,0.44595,0.80837,0.86619,0.70235,0.78914,0.57371,0.69005,0.41631,0.87003,8.04639e-05,8.04639e-05,8.04639e-05
679,721.618,0.77728,0.44959,0.80366,0.87319,0.69766,0.78994,0.5795,0.67378,0.41462,0.87072,8.02223e-05,8.02223e-05,8.02223e-05
680,722.764,0.79614,0.45523,0.80483,0.91809,0.69139,0.7887,0.57433,0.67237,0.41727,0.87291,7.99808e-05,7.99808e-05,7.99808e-05
681,723.848,0.81132,0.4583,0.80368,0.74468,0.77813,0.78422,0.57238,0.68103,0.41869,0.87231,7.97392e-05,7.97392e-05,7.97392e-05
682,725.003,0.77798,0.43286,0.80271,0.77136,0.77633,0.79256,0.56957,0.68002,0.41448,0.87107,7.94976e-05,7.94976e-05,7.94976e-05
683,726.114,0.80691,0.4482,0.80875,0.76736,0.77513,0.79607,0.57329,0.67719,0.4121,0.87018,7.92561e-05,7.92561e-05,7.92561e-05
684,727.314,0.77716,0.45354,0.80227,0.86932,0.70892,0.79669,0.57464,0.69388,0.41186,0.86955,7.90145e-05,7.90145e-05,7.90145e-05
685,728.438,0.79608,0.44635,0.80287,0.86758,0.70267,0.79,0.57256,0.70026,0.41141,0.8692,7.8773e-05,7.8773e-05,7.8773e-05
686,729.55,0.76194,0.44846,0.81014,0.7532,0.77295,0.79024,0.57126,0.68492,0.40562,0.86916,7.85314e-05,7.85314e-05,7.85314e-05
687,730.641,0.81913,0.45795,0.80453,0.75649,0.77773,0.78953,0.57116,0.68109,0.40742,0.86993,7.82898e-05,7.82898e-05,7.82898e-05
688,731.773,0.79707,0.4646,0.80834,0.90541,0.69265,0.78649,0.56111,0.69776,0.41154,0.87188,7.80483e-05,7.80483e-05,7.80483e-05
689,732.854,0.7834,0.46935,0.7979,0.91018,0.68623,0.78529,0.5706,0.6944,0.4103,0.87206,7.78067e-05,7.78067e-05,7.78067e-05
690,734.085,0.75815,0.43589,0.80841,0.9144,0.68659,0.78343,0.57492,0.68002,0.40965,0.87127,7.75652e-05,7.75652e-05,7.75652e-05
691,735.186,0.81069,0.45172,0.79975,0.91011,0.68904,0.7836,0.57367,0.68224,0.40949,0.87183,7.73236e-05,7.73236e-05,7.73236e-05
692,736.323,0.77845,0.43718,0.79196,0.90748,0.69101,0.78503,0.57805,0.69606,0.41448,0.87286,7.7082e-05,7.7082e-05,7.7082e-05
693,737.395,0.76405,0.45338,0.80227,0.90511,0.69205,0.78417,0.57427,0.69554,0.41465,0.872,7.68405e-05,7.68405e-05,7.68405e-05
694,738.58,0.78534,0.45921,0.8043,0.90683,0.69013,0.78097,0.57121,0.68076,0.40596,0.87007,7.65989e-05,7.65989e-05,7.65989e-05
695,739.699,0.80547,0.45686,0.80172,0.90943,0.68879,0.78108,0.57202,0.68131,0.40315,0.86941,7.63574e-05,7.63574e-05,7.63574e-05
696,742.474,0.81046,0.45796,0.80455,0.90115,0.68997,0.78254,0.57057,0.68671,0.40439,0.87044,7.61158e-05,7.61158e-05,7.61158e-05
697,743.602,0.78386,0.43908,0.79812,0.89891,0.69367,0.78333,0.57008,0.68281,0.4041,0.87013,7.58742e-05,7.58742e-05,7.58742e-05
698,744.83,0.81531,0.46047,0.80085,0.86655,0.69309,0.78394,0.56933,0.67675,0.4009,0.86745,7.56327e-05,7.56327e-05,7.56327e-05
699,745.926,0.79295,0.44898,0.80714,0.8681,0.69342,0.78157,0.56972,0.68438,0.40158,0.86639,7.53911e-05,7.53911e-05,7.53911e-05
700,747.077,0.76577,0.43834,0.79779,0.86977,0.69415,0.78312,0.56308,0.67816,0.40288,0.86718,7.51496e-05,7.51496e-05,7.51496e-05
701,748.234,0.79272,0.44182,0.80239,0.86543,0.69679,0.78316,0.55893,0.66944,0.40451,0.86765,7.4908e-05,7.4908e-05,7.4908e-05
702,749.408,0.79975,0.45676,0.811,0.77078,0.74139,0.78229,0.56155,0.67702,0.40672,0.86848,7.46664e-05,7.46664e-05,7.46664e-05
703,750.466,0.83331,0.45337,0.80615,0.77256,0.73599,0.78022,0.56219,0.68965,0.41383,0.86952,7.44249e-05,7.44249e-05,7.44249e-05
704,751.57,0.77836,0.44618,0.80637,0.86638,0.69176,0.78089,0.56484,0.69367,0.41946,0.87027,7.41833e-05,7.41833e-05,7.41833e-05
705,752.654,0.84538,0.46302,0.80454,0.77921,0.73422,0.78156,0.57022,0.67677,0.41981,0.86918,7.39418e-05,7.39418e-05,7.39418e-05
706,753.782,0.80031,0.44652,0.80186,0.77887,0.73275,0.78325,0.57018,0.6748,0.41232,0.86658,7.37002e-05,7.37002e-05,7.37002e-05
707,754.883,0.78499,0.43917,0.80007,0.76979,0.73545,0.7829,0.56992,0.6814,0.41313,0.8668,7.34586e-05,7.34586e-05,7.34586e-05
708,756.045,0.76284,0.44721,0.79955,0.88966,0.69132,0.78191,0.56609,0.68339,0.41513,0.86798,7.32171e-05,7.32171e-05,7.32171e-05
709,757.076,0.81037,0.4516,0.80548,0.88998,0.69161,0.7824,0.56835,0.68517,0.41568,0.86906,7.29755e-05,7.29755e-05,7.29755e-05
710,758.15,0.77465,0.44579,0.79931,0.90038,0.69098,0.78423,0.56035,0.6829,0.41349,0.87082,7.2734e-05,7.2734e-05,7.2734e-05
711,759.183,0.81356,0.46416,0.81024,0.90174,0.68963,0.78423,0.56583,0.67605,0.41414,0.8713,7.24924e-05,7.24924e-05,7.24924e-05
712,760.243,0.74248,0.43364,0.80477,0.91034,0.68857,0.78469,0.5685,0.66881,0.41183,0.87181,7.22508e-05,7.22508e-05,7.22508e-05
713,761.313,0.76184,0.43482,0.8038,0.78484,0.73463,0.78494,0.57032,0.66657,0.41257,0.87244,7.20093e-05,7.20093e-05,7.20093e-05
714,762.51,0.79075,0.4423,0.80226,0.7888,0.73499,0.78363,0.57383,0.66455,0.41231,0.87218,7.17677e-05,7.17677e-05,7.17677e-05
715,763.61,0.79597,0.44743,0.8008,0.78938,0.73468,0.78299,0.57478,0.66784,0.41336,0.87207,7.15262e-05,7.15262e-05,7.15262e-05
716,764.771,0.81793,0.44526,0.81051,0.78527,0.73325,0.78447,0.56984,0.68776,0.41569,0.87234,7.12846e-05,7.12846e-05,7.12846e-05
717,765.874,0.80741,0.45313,0.80307,0.7822,0.72913,0.78351,0.56845,0.69154,0.41674,0.87155,7.1043e-05,7.1043e-05,7.1043e-05
718,767.024,0.74783,0.43312,0.8038,0.78833,0.72719,0.7813,0.56823,0.68377,0.4146,0.87007,7.08015e-05,7.08015e-05,7.08015e-05
719,768.181,0.76753,0.43338,0.79989,0.78679,0.72711,0.78122,0.56736,0.68887,0.41765,0.87009,7.05599e-05,7.05599e-05,7.05599e-05
720,769.4,0.82916,0.44709,0.80909,0.78002,0.72873,0.78079,0.56005,0.6968,0.42193,0.87234,7.03184e-05,7.03184e-05,7.03184e-05
721,770.519,0.79068,0.45755,0.79767,0.79094,0.72784,0.78029,0.56239,0.68325,0.41831,0.87197,7.00768e-05,7.00768e-05,7.00768e-05
722,771.667,0.79577,0.44958,0.80098,0.83541,0.72781,0.77997,0.56574,0.66873,0.41436,0.87059,6.98352e-05,6.98352e-05,6.98352e-05
723,772.826,0.77468,0.44122,0.79492,0.83467,0.72818,0.78064,0.56532,0.67083,0.41438,0.87028,6.95937e-05,6.95937e-05,6.95937e-05
724,775.59,0.77612,0.4379,0.80051,0.79073,0.73469,0.78235,0.57081,0.68368,0.41948,0.87015,6.93521e-05,6.93521e-05,6.93521e-05
725,776.765,0.78057,0.448,0.80397,0.79294,0.73332,0.78501,0.57256,0.69129,0.42069,0.8686,6.91106e-05,6.91106e-05,6.91106e-05
726,777.926,0.8093,0.44536,0.80239,0.79738,0.73115,0.78614,0.57222,0.69124,0.41249,0.86601,6.8869e-05,6.8869e-05,6.8869e-05
727,779.042,0.77116,0.43965,0.79845,0.80023,0.73029,0.78661,0.57319,0.68674,0.40992,0.8663,6.86274e-05,6.86274e-05,6.86274e-05
728,780.172,0.78196,0.4554,0.80536,0.80855,0.73091,0.78707,0.56905,0.70117,0.41152,0.86638,6.83859e-05,6.83859e-05,6.83859e-05
729,781.281,0.78447,0.45146,0.80202,0.80821,0.73248,0.78632,0.56704,0.70608,0.41257,0.86669,6.81443e-05,6.81443e-05,6.81443e-05
730,782.354,0.76588,0.42822,0.8019,0.80235,0.73547,0.78624,0.56279,0.69346,0.409,0.86756,6.79028e-05,6.79028e-05,6.79028e-05
731,783.295,0.75961,0.44142,0.79199,0.78976,0.73697,0.78607,0.56584,0.68077,0.40948,0.86848,6.76612e-05,6.76612e-05,6.76612e-05
732,784.283,0.75873,0.45681,0.80734,0.77767,0.73386,0.78479,0.57201,0.66462,0.40647,0.8682,6.74196e-05,6.74196e-05,6.74196e-05
